text,true emotion,GPT 4.1,GPT 4.1 mini,Gemini 2.5 Flash
今天在便利商店買東西，結果店員的態度超差，讓我一整天心情都超差。,厭惡語調,憤怒語調,憤怒語調,憤怒語調
這週末有個朋友邀我去露營，好期待喔？,平淡語氣,開心語調,開心語調,開心語調
我今天在工作上得到了一個大獎，超開心的！,開心語調,開心語調,開心語調,開心語調
我昨天不小心把我最喜歡的杯子摔破了，心情好差。,悲傷語調,悲傷語調,悲傷語調,悲傷語調
我今天的網路突然斷線，害我一整天工作成果直接消失，真的很火大！,憤怒語調,憤怒語調,憤怒語調,憤怒語調
我最近發現家裡有點潮濕，開始有霉斑了。,平淡語氣,關切語調,關切語調,關切語調
你知道嗎？我居然中了樂透的三等獎，這太不可思議了！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
今天中午去吃飯，結果旁邊桌的人邊吃邊大聲講電話，真的超煩。,厭惡語調,厭惡語調,厭惡語調,厭惡語調
這週末想去騎腳踏車，你有沒有推薦的路線？,平淡語氣,開心語調,疑問語調,疑問語調
我今天去吃了一家超有名的小吃店，真的超好吃！,開心語調,開心語調,開心語調,開心語調
我昨天才知道，我喜歡的書店要結束營業了...,悲傷語調,悲傷語調,悲傷語調,悲傷語調
今天在路上被人按喇叭，明明就沒有做錯什麼，真的超火大！,憤怒語調,憤怒語調,憤怒語調,憤怒語調
我剛剛在家裡聽到樓下有奇怪的聲音，有點可怕。,平淡語氣,驚奇語調,關切語調,關切語調
你知道嗎？我今天居然在捷運上碰到了一位電影明星！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
今天去了一家咖啡廳，結果桌子上都是污漬，真讓人吃不下東西。,厭惡語調,厭惡語調,厭惡語調,厭惡語調
最近天氣變好了，你有沒有什麼推薦的戶外活動？,平淡語氣,開心語調,疑問語調,開心語調
我剛剛在夜市買到了一些超可愛的飾品，價格還超便宜！,開心語調,開心語調,開心語調,開心語調
我今天看到小學同學分享他們的生活，感覺自己有點不如人，心情好低落。,悲傷語調,悲傷語調,悲傷語調,悲傷語調
今天去加油站排了好久，結果被人插隊，真是氣死我了！,憤怒語調,憤怒語調,憤怒語調,憤怒語調
我朋友說他最近被陌生人跟蹤，讓我有點害怕，擔心會不會也遇到。,平淡語氣,關切語調,關切語調,關切語調
你知道嗎？我今天看到我們班張景翔，居然在校慶表演跳舞，超厲害！,驚奇語調,驚奇語調,驚奇語調,開心語調
今天吃的便當，飯硬到像石頭一樣，真的完全吃不下。,厭惡語調,憤怒語調,厭惡語調,憤怒語調
這週末想去海邊走走，你覺得哪個海灘比較好？,平淡語氣,疑問語調,疑問語調,疑問語調
你知道嗎？我昨天夢到我變成了一隻貓！,驚奇語調,驚奇語調,驚奇語調,平淡語氣
我剛剛看到窗外有一個影子一閃而過...,平淡語氣,驚奇語調,驚奇語調,
你相信嗎？我剛剛中了彩票！,開心語調,驚奇語調,驚奇語調,開心語調
你覺得平行宇宙真的存在嗎？,疑問語調,疑問語調,疑問語調,疑問語調
如果有一天我們能跟外星人溝通，你想問他們什麼？,驚奇語調,疑問語調,疑問語調,疑問語調
我剛剛跟我的AI助手吵架了…,悲傷語調,悲傷語調,悲傷語調,悲傷語調
智能管家完全不聽我的指令！,憤怒語調,憤怒語調,憤怒語調,憤怒語調
你覺得未來我們真的可以住在月球上嗎？,驚奇語調,疑問語調,疑問語調,疑問語調
我剛剛遇到一個長得超像我的人。他說他是未來的我！是從 30 年後來的！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
我的AI助手居然開始自我學習，還自己下單買東西！,平淡語氣,驚奇語調,驚奇語調,驚奇語調
如果有機會能夠穿越時空，你會想去哪個時代？,驚奇語調,疑問語調,疑問語調,疑問語調
為什麼我訂製的機器人總是答非所問？,憤怒語調,疑問語調,疑問語調,關切語調
我剛剛發現，我的量子寵物變成了光子，回不來了…,悲傷語調,悲傷語調,悲傷語調,悲傷語調
今天我用3D打印機打印了一台迷你飛行器，竟然真的飛起來了！,開心語調,驚奇語調,驚奇語調,開心語調
我剛剛和一個智能鏡子聊天，它居然知道我的一切！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
你覺得如果有一天人類變成了半機械人，我們還算是人類嗎？,驚奇語調,疑問語調,疑問語調,疑問語調
我剛剛發現一個秘密地下室，裡面藏著一本百年以前的日記！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
你聽到了嗎？樓下半夜傳來奇怪的腳步聲，但沒有人住在那裡…,平淡語氣,驚奇語調,疑問語調,關切語調
你相信嗎？我剛剛收到一封來自陌生人的感謝信！,開心語調,驚奇語調,驚奇語調,驚奇語調
今天早上我在路上看到一個人，長得跟我一模一樣！,疑問語調,驚奇語調,驚奇語調,驚奇語調
為什麼我的同事總是偷偷把我的點心吃掉！,憤怒語調,憤怒語調,憤怒語調,憤怒語調
我剛剛發現我養了多年的植物，竟然被鄰居的貓弄死了…,悲傷語調,悲傷語調,悲傷語調,悲傷語調
你知道嗎？我今天贏了一場即興辯論比賽！,開心語調,開心語調,開心語調,開心語調
我剛剛在公園看到有人放風箏放到天上不見了！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
我剛剛收到一封信，居然是未來的我寄給現在的我！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
你還記得我們那天去的古老圖書館嗎？裡面居然有本書在自動翻頁！,平淡語氣,驚奇語調,驚奇語調,驚奇語調
如果你能瞬間學會任何一項技能，你會選什麼？,驚奇語調,疑問語調,疑問語調,疑問語調
我的筆記本突然壞了！所有重要的資料都沒了！,憤怒語調,悲傷語調,憤怒語調,悲傷語調
我剛剛在咖啡店遇到一個超有趣的人，他居然說他曾經當過馬戲團表演者！,開心語調,驚奇語調,驚奇語調,開心語調
我今天無意間打開了一個舊箱子，裡面全是我小時候的玩具，勾起好多回憶…,悲傷語調,關切語調,關切語調,
我剛剛發現，隔壁的林成家居然是個隱姓埋名的小說作家！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
剛剛好像有個奇怪的人一直盯著我看，讓我覺得好可怕。,平淡語氣,關切語調,關切語調,關切語調
你相信嗎？我今天在路邊撿到一個裝滿金幣的箱子！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
我剛剛發現一張看似普通的老照片，裡面的人…看起來跟現在的我一模一樣！,平淡語氣,驚奇語調,驚奇語調,驚奇語調
如果有機會讓你搬到一個無人小島，你願意嗎？,驚奇語調,疑問語調,疑問語調,疑問語調
我計劃了好幾個月的旅行居然被取消了，氣死我了！,憤怒語調,憤怒語調,憤怒語調,憤怒語調
今天我居然被邀請去參加一場神秘的地下音樂會！,開心語調,驚奇語調,驚奇語調,驚奇語調
我剛剛把祖母留下來的古董杯子不小心打破了…,悲傷語調,悲傷語調,悲傷語調,悲傷語調
你能相信嗎？我居然在一個網絡論壇上遇到了小學時的朋友！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
昨晚我的鏡子裡居然映出了一個我不認識的人影！,平淡語氣,驚奇語調,驚奇語調,驚奇語調
我今天無意間按到一個按鈕，結果打開了家裡的隱藏房間！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
我剛剛在垃圾桶裡看到了一張寫著我名字的紙條…但那不是我寫的。,平淡語氣,驚奇語調,驚奇語調,
如果你有機會變成動物，你會選擇變成哪種動物？,驚奇語調,疑問語調,疑問語調,疑問語調
我花了好幾天畫的作品居然被我的貓抓壞了！,憤怒語調,憤怒語調,憤怒語調,悲傷語調
我今天居然在二手市場買到了一個超稀有的黑膠唱片！,開心語調,驚奇語調,驚奇語調,開心語調
我的老朋友要搬到另一個城市了，我們可能很久見不到面了。,悲傷語調,悲傷語調,悲傷語調,悲傷語調
我剛剛發現，自己居然意外入選了一場國際攝影大賽！,驚奇語調,驚奇語調,驚奇語調,開心語調
昨晚半夜，我的手機自動播放了一段語音，但我完全不記得錄過這段。,平淡語氣,驚奇語調,疑問語調,關切語調
你相信嗎？我剛剛在夜市的攤位抽到一台機車！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
昨晚我回家的時候，巷子口那間廟好像傳來了奇怪的聲音…,平淡語氣,驚奇語調,驚奇語調,
剛剛去早餐店買蛋餅，老闆多送我一杯奶茶！,開心語調,開心語調,開心語調,開心語調
我排了一個小時的隊，結果臭豆腐已經賣光了！,憤怒語調,憤怒語調,憤怒語調,憤怒語調
你覺得台南的牛肉湯真的比其他地方的好喝嗎？,驚奇語調,疑問語調,疑問語調,疑問語調
每次過年我都得回家陪家人，卻沒什麼時間跟朋友聚會。,悲傷語調,悲傷語調,關切語調,
今天去陽明山泡溫泉，感覺整個人都被療癒了！,開心語調,開心語調,開心語調,開心語調
我剛剛在西門町竟然碰到了小時候的同學，他現在變成一個街頭藝人了！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
你有聽說嗎？陳可希和朱潔瑩居然在一起了！,平淡語氣,驚奇語調,驚奇語調,驚奇語調
欸，我剛剛聽到一個超有趣的消息！,開心語調,驚奇語調,驚奇語調,開心語調
就是班上的陳佑寧跟隔壁班的曾凱鈞，好像開始交往了！,疑問語調,驚奇語調,驚奇語調,驚奇語調
但說實話，我一直覺得曾凱鈞有點自大，不知道陳佑寧為什麼會喜歡他。,厭惡語調,厭惡語調,厭惡語調,平淡語氣
不過嘛，感情的事我們也不好說，畢竟每個人都有不同的喜好。,平淡語氣,平淡語氣,平淡語氣,平淡語氣
今天我去士林夜市吃了炸雞排，超好吃的！,開心語調,開心語調,開心語調,開心語調
你有什麼推薦的夜市小吃嗎？,平淡語氣,疑問語調,疑問語調,疑問語調
真的嗎？聽起來很不錯，那雞排會不會太油？,疑問語調,疑問語調,疑問語調,疑問語調
那太棒了！我明天就去試試看！,開心語調,開心語調,開心語調,開心語調
今天打球的時候，我居然投進了三分球，超爽的！,開心語調,開心語調,開心語調,開心語調
等一下下課我要不要去打球啊？,平淡語氣,疑問語調,疑問語調,疑問語調
剛剛那一場我投進好幾個三分球，手感真好！,開心語調,開心語調,開心語調,開心語調
欸，我隊友今天的防守也超強，幾乎沒有讓對手突破你！,驚奇語調,開心語調,開心語調,開心語調
不過對手有點粗魯，幾次都差點撞倒我。,憤怒語調,關切語調,厭惡語調,憤怒語調
段考終於考完了！我們下午去唱KTV放鬆一下吧！,開心語調,開心語調,開心語調,開心語調
我真的好怕這次數學會考不好，範圍太多了，根本來不及讀完。,平淡語氣,悲傷語調,關切語調,悲傷語調
這次英文考試我覺得自己沒寫好，作文部分時間不夠，結尾寫得很趕。,悲傷語調,悲傷語調,悲傷語調,悲傷語調
最後一科是自然，考完就可以解脫了，真的累壞了。,平淡語氣,悲傷語調,悲傷語調,關切語調
你知道嗎？剛剛數學老師居然提前告訴我們有好幾個人滿分！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
我今天下午要去市區搭捷運辦點事，可能會晚點回來。,平淡語氣,平淡語氣,平淡語氣,平淡語氣
剛捷運超順，沒有遇到擠滿人的狀況，超爽的！,開心語調,開心語調,開心語調,開心語調
不過在捷運上還是有些人不戴口罩，真的很不負責任。,厭惡語調,憤怒語調,厭惡語調,憤怒語調
我在想，捷運站旁邊有什麼好吃的嗎？等一下辦完事想吃點東西。,疑問語調,疑問語調,疑問語調,疑問語調
這週末你覺得我要去鄉下騎車嗎？聽說有條很美的自行車道。,平淡語氣,疑問語調,疑問語調,疑問語調
剛剛經過的那條小溪旁邊居然有一片野花，看起來超漂亮！,驚奇語調,驚奇語調,驚奇語調,開心語調
剛剛有台機車經過，速度超快，差點撞到我，真是危險！,憤怒語調,驚奇語調,憤怒語調,憤怒語調
前面那條路看起來有點陡，我有點擔心會不會摔倒。,平淡語氣,關切語調,關切語調,關切語調
你看！剛剛那道夕陽太美了，完全不像現實中的景色！,驚奇語調,驚奇語調,驚奇語調,開心語調
這次能一起來海邊露營真是太棒了！感覺離城市好遠，完全放鬆下來。,開心語調,開心語調,開心語調,開心語調
等一下要不要先去搭帳篷，趁天還亮？,平淡語氣,疑問語調,疑問語調,疑問語調
不過蚊子好像有點多，剛剛被叮了好幾個包，真的很煩。,厭惡語調,憤怒語調,厭惡語調,厭惡語調
晚上會不會太冷？海風吹起來有點涼，我有點擔心睡不著。,平淡語氣,關切語調,關切語調,關切語調
我最近好常加班...不知道老闆到底想怎麼樣。,平淡語氣,疑問語調,疑問語調,悲傷語調
今天老闆又把別人的事情丟給我，還說我效率太慢，真讓人氣死了！,憤怒語調,憤怒語調,憤怒語調,憤怒語調
而且不只這樣，我最近跟家人也有點不和，真的很煩。,悲傷語調,悲傷語調,關切語調,悲傷語調
謝謝你願意聽我講這麼多，有你在真的讓我覺得好一點。,開心語調,開心語調,關切語調,開心語調
我最近工作壓力超大，老闆什麼都要我做，快撐不住了。,悲傷語調,悲傷語調,悲傷語調,悲傷語調
嗯...最近我們好像少了很多溝通，總覺得他沒以前那麼關心我了。,平淡語氣,悲傷語調,關切語調,悲傷語調
你有問過他為什麼嗎？有時候可能只是誤會或壓力太大。,疑問語調,關切語調,關切語調,關切語調
而且他好幾次答應的事都沒做到，說好要一起出去結果又臨時放我鴿子，真的很氣！,憤怒語調,憤怒語調,憤怒語調,憤怒語調
唉，謝謝你願意聽我說這麼多，發洩一下心情真的好多了。,開心語調,悲傷語調,關切語調,開心語調
就是班上的許芷莨跟隔壁班的陳柏瑞，好像開始交往了！,疑問語調,驚奇語調,驚奇語調,
但說實話，我一直覺得陳柏瑞強有點自大，不知道許芷莨為什麼會喜歡他。,厭惡語調,厭惡語調,厭惡語調,平淡語氣
最近曾承諺看起來怪怪的，好像一直在煩惱什麼，你知道發生什麼事嗎？,疑問語調,關切語調,疑問語調,關切語調
是啊，大家都沒想到他這麼快就告白，今天早上大家都在討論這件事！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
不過我聽說有幾個人故意在後面起哄，感覺這樣會給曾承諺很大壓力。,憤怒語調,關切語調,關切語調,關切語調
希望他不要因為這件事覺得太難過，如果學姊沒有馬上答應的話。,悲傷語調,關切語調,關切語調,關切語調
剛剛老師宣布我們要和其他學校一起比全國賽。,驚奇語調,驚奇語調,驚奇語調,平淡語氣
那什麼時候開始特訓呢？,疑問語調,疑問語調,疑問語調,疑問語調
好啊!那你有想要吃什麼嗎?,開心語調,開心語調,開心語調,
哇!恭喜你!,開心語調,,開心語調,開心語調
你有去看醫生了嗎?需不需要我陪你？,關切語調,關切語調,關切語調,關切語調
是不是應該跟老師講一下？辛苦你了！,疑問語調,關切語調,關切語調,關切語調
"沒事的,他們很常這樣，大可放心。",關切語調,平淡語氣,平淡語氣,關切語調
真的嗎?我完全不知道他怎麼找到女朋友的!,驚奇語調,驚奇語調,疑問語調,驚奇語調
"嗯,真的！現在都不敢靠近他...",平淡語氣,關切語調,關切語調,
蛤...，可是我有點懶誒。,平淡語氣,平淡語氣,疑問語調,
哇!太棒了!恭喜!你們班也太強了吧！,開心語調,開心語調,開心語調,開心語調
你還好嗎?需要我幫什麼忙嗎?,關切語調,關切語調,關切語調,關切語調
什麼？！也太過分了吧！,憤怒語調,憤怒語調,憤怒語調,
你知道是什麼原因嗎？需要我幫你問問嗎？,關切語調,關切語調,疑問語調,關切語調
真的嗎?!也太酷了吧！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
是嗎？但我覺得還不錯。,平淡語氣,疑問語調,開心語調,
我這禮拜要去找女朋友！就不去了。,開心語調,開心語調,憤怒語調,開心語調
太棒了!你是要去哪裡玩啊！,開心語調,開心語調,開心語調,開心語調
"別灰心,還有一次段考的機會可以努力。",關切語調,關切語調,關切語調,關切語調
真的嗎?我完全不知道他們有再一起過!,驚奇語調,驚奇語調,驚奇語調,驚奇語調
Are you ok?我記得你超討厭蜘蛛的。,關切語調,關切語調,關切語調,關切語調
"嗯,確實。下次別來了。",平淡語氣,厭惡語調,憤怒語調,憤怒語調
太好了!這代表你有在進步!,開心語調,開心語調,開心語調,開心語調
"別難過,人都有犯錯的時候，下此改進就好了。",關切語調,關切語調,平淡語氣,關切語調
"不太確定耶,但現在確實蠻涼的。",疑問語調,平淡語氣,疑問語調,平淡語氣
這樣真的超過份的！,關切語調,憤怒語調,憤怒語調,憤怒語調
哇!真希望我也看到了!你有拍照嗎?,開心語調,驚奇語調,驚奇語調,開心語調
不要又跟我說你把頭髮剪短了五公分。,平淡語氣,厭惡語調,憤怒語調,厭惡語調
太棒了!你有想好交換禮物要買什麼了嗎？,開心語調,開心語調,開心語調,開心語調
"天啊,這太不可思議了!收到的人應該很難過吧?",驚奇語調,驚奇語調,驚奇語調,關切語調
"別擔心,你們那麼強，一定會贏的。",關切語調,關切語調,開心語調,
"唉,我懂你的感受。這種人就不應該參加交換禮物。",厭惡語調,悲傷語調,厭惡語調,厭惡語調
哇!運氣也太好了吧！,開心語調,驚奇語調,驚奇語調,
"噢,這真是個難過的消息...",悲傷語調,悲傷語調,悲傷語調,悲傷語調
這太過分了!是誰說的？,憤怒語調,憤怒語調,憤怒語調,憤怒語調
別做夢了。,平淡語氣,厭惡語調,厭惡語調,憤怒語調
真的假的?!他不是才40歲嗎?,驚奇語調,驚奇語調。,驚奇語調,驚奇語調
哇!好好喔！小狗一定很可愛吧?我可以去看看嗎?,開心語調,驚奇語調,驚奇語調,開心語調
我同意!真的超不舒服的。,厭惡語調,厭惡語調,厭惡語調,厭惡語調
沒事的，不要難過...下次會更好。,悲傷語調,關切語調,關切語調,關切語調
他們這樣太過分了！怎麼可以任意嘲笑別人？,憤怒語調,憤怒語調,憤怒語調,
我也是欸！高一的時候都不會！,開心語調,開心語調,驚奇語調,平淡語氣
怎麼會這樣！是哪個導演拍的！？,憤怒語調,驚奇語調,憤怒語調,
"這太誇張了!應該要立即報警,立即要求他刪除。",憤怒語調,憤怒語調,憤怒語調,憤怒語調
真是太誇張了。這種品質根本就是在欺騙消費者。我們應該去投訴。,憤怒語調,憤怒語調,憤怒語調,憤怒語調
這是個令人難過的消息。他的作品給了我們這麼多靈感和快樂...,悲傷語調,悲傷語調,悲傷語調,悲傷語調
真的假的!裡面有什麼?,驚奇語調,驚奇語調,驚奇語調,驚奇語調
這太過分了!最近這種事也太常發生了吧！,憤怒語調,憤怒語調,憤怒語調,憤怒語調
真的假的?!這太神奇了!你有進去看嗎?!,驚奇語調,驚奇語調,驚奇語調,驚奇語調
哇！恭喜你啊！,開心語調,開心語調,開心語調,開心語調
為什麼，發生什麼事了？,關切語調,疑問語調,疑問語調,關切語調
哇，這種人真讓生氣！,憤怒語調,憤怒語調,憤怒語調,憤怒語調
放心，努力總會有回報的，你可以的！,關切語調,開心語調,開心語調,開心語調
放心啦，努力總會有回報的，你可以的！,關切語調,開心語調,開心語調,
真的嗎？太厲害了！,驚奇語調,驚奇語調,驚奇語調,
嗯，聽起來不太好吃，不要吃了吧!,厭惡語調,厭惡語調,厭惡語調,關切語調
可以啊，要看什麼？,平淡語氣,疑問語調,疑問語調,疑問語調
1000塊就很好了啊!,開心語調,開心語調,開心語調,開心語調
別灰心，每個人都有低潮的時候，放輕鬆慢慢來。,關切語調,關切語調,關切語調,關切語調
太煩了吧！但沒辦法，唉。,憤怒語調,悲傷語調,憤怒語調,
你準備得很好了，放輕鬆，結果一定不會太差的。,關切語調,關切語調,關切語調,關切語調
幹！效率也太高了吧！,驚奇語調,驚奇語調,憤怒語調,驚奇語調
脫掉吧!,厭惡語調,無法判斷,憤怒語調,
哇！辛苦你了，今天要好好慶祝了吧！,開心語調,開心語調,開心語調,開心語調
哇!不要太傷心，想一下你最後看到牠在哪裡？,關切語調,驚奇語調,關切語調,關切語調
真的很白癡！,憤怒語調,憤怒語調,憤怒語調,憤怒語調
別擔心，你已經準備得很好了，一定會順利的！,關切語調,開心語調,開心語調,開心語調
那當然啊!嘿嘿!,開心語調,開心語調,開心語調,開心語調
嗯，下次不要買，換一家吧。,厭惡語調,厭惡語調,厭惡語調,
好啊，去哪裡吃？,平淡語氣,平淡語氣,疑問語調,疑問語調
聽起來很辛苦，發生了什麼事？,關切語調,關切語調,關切語調,關切語調
為什麼？,關切語調,疑問語調,疑問語調,疑問語調
你運氣真的很不好！每次明明都是他在搞。,憤怒語調,憤怒語調,憤怒語調,
哇，當然啊！是什麼好消息？,開心語調,驚奇語調,驚奇語調,開心語調
那是什麼，還有其他事嗎？,平淡語氣,疑問語調,疑問語調,疑問語調
"讓我看看,哪裡？",疑問語調,疑問語調,疑問語調,疑問語調
要看你希望達成什麼目標，具體情況可以再詳細討論。,平淡語氣,平淡語氣,平淡語氣,平淡語氣
"哇，真的嗎？你完蛋了,快去補救啊!。",驚奇語調,驚奇語調,憤怒語調,
沒事吧!發生甚麼事了？,關切語調,關切語調,關切語調,關切語調
讚喔！做得好，現在可以好好放鬆一下了。,開心語調,開心語調,開心語調,
別氣餒，這只是一次考試而已。,關切語調,關切語調,關切語調,關切語調
這樣的感覺很正常，可以試著靜下來思考，我們可以一起探討解決方法。,關切語調,關切語調,關切語調,關切語調
他是故意的還是真的笨啊!,憤怒語調,憤怒語調,憤怒語調,憤怒語調
真好！是什麼？,開心語調,驚奇語調,驚奇語調,驚奇語調
你要買甚麼呢？,平淡語氣,疑問語調,疑問語調,疑問語調
說來聽聽，我還沒看過，為什麼？,疑問語調,疑問語調,疑問語調,疑問語調
再多說一點？,平淡語氣,疑問語調,疑問語調,疑問語調
哇，真的喔!是誰？,驚奇語調,驚奇語調,驚奇語調,驚奇語調
還好嗎，怎麼了？,關切語調,關切語調,關切語調,關切語調
讚喔！是哪本書？,開心語調,開心語調,驚奇語調,開心語調
不用擔心，你可以的。,關切語調,,開心語調,關切語調
他們是不是故意的，真的很糟糕！,憤怒語調,憤怒語調,憤怒語調,憤怒語調
那聽起來不錯，有什麼計畫嗎？,平淡語氣,疑問語調,疑問語調,疑問語調
真的嗎？我都還沒看過一隻真的熊，你就在路上看到了！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
沒事的，只是運氣比較不好而已，下次議定可以的。,關切語調,平淡語氣,平淡語氣,
太好了！你一定很高興，分享一下啊！,開心語調,開心語調,開心語調,開心語調
他真的很白癡！,憤怒語調,憤怒語調,憤怒語調,憤怒語調
今天的天氣還算穩定，不冷也不熱。,平淡語氣,平淡語氣,平淡語氣,平淡語氣
哪裡？發生了甚麼事？。,關切語調,疑問語調,疑問語調,疑問語調
為什麼，他們都在講什麼？,疑問語調,疑問語調,疑問語調,關切語調
他們是不是故意的啊！你說了什麼？,憤怒語調,憤怒語調,憤怒語調,憤怒語調
真棒！是什麼？,開心語調,驚奇語調,驚奇語調,開心語調
沒事啦！應該只是風聲。,關切語調,平淡語氣,平淡語氣,平淡語氣
哇！恭喜你！我們該慶祝一下！,開心語調,開心語調,開心語調,開心語調
有點糟糕！你應該跟他談談，這樣下去不行。,憤怒語調,憤怒語調,憤怒語調,關切語調
真的喔，哪裡很糟糕說來聽聽。,平淡語氣,疑問語調,疑問語調,疑問語調
為什麼？講給我聽聽我或許可以幫你排解。,關切語調,關切語調,疑問語調,關切語調
真的嗎？看來貓有九條命是真的。,驚奇語調,驚奇語調,驚奇語調,驚奇語調
或許可以去散散步。,平淡語氣,平淡語氣,平淡語氣,平淡語氣
哎呦！厲害喔！你做了什麼？,開心語調,驚奇語調,驚奇語調,驚奇語調
放輕鬆啦！你可以的。,關切語調,開心語調,開心語調,關切語調
哇！他提了什麼？感覺很白癡。,憤怒語調,驚奇語調,厭惡語調,
也許大家只是剛好很忙，別想太多，你還有我。,關切語調,關切語調,關切語調,關切語調
哇！真的嗎？中多少？,驚奇語調,驚奇語調,驚奇語調,驚奇語調
哇！那你最後有吃完嗎？,平淡語氣,驚奇語調,驚奇語調,驚奇語調
讚喔！找人來打球吧！,開心語調,開心語調,開心語調,開心語調
休息一下吧！身體比較重要。,關切語調,關切語調,關切語調,關切語調
真的假的？他是誰？,驚奇語調,疑問語調,疑問語調,驚奇語調
這也沒辦法，只能保護好自己了。,關切語調,悲傷語調,平淡語氣,
哇！讚喔！你有壓制第二名嗎？,開心語調,驚奇語調,驚奇語調,
哇你聽起來很生氣！他們做了什麼？,疑問語調,驚奇語調,疑問語調,關切語調
哇靠！你這隻買多久了啊！,憤怒語調,驚奇語調,驚奇語調,驚奇語調
沒事啦！休息一下就好了。,關切語調,平淡語氣,平淡語氣,關切語調
真的假的！他寫了什麼書？,驚奇語調,驚奇語調,驚奇語調,驚奇語調
好啊，我沒什麼事，要看什麼？,平淡語氣,平淡語氣,平淡語氣,疑問語調
當然，是個人都會生氣。,平淡語氣,憤怒語調,憤怒語調,憤怒語調
讚喔！你們要去哪裡玩？,開心語調,開心語調,開心語調,開心語調
你怎麼了？要不要跟我聊聊，或許我可以幫到你。,關切語調,關切語調,關切語調,關切語調
先不要太擔心，反正再怎麼想也沒有用。,關切語調,平淡語氣,關切語調,關切語調
哇！恭喜你，你做到了！,開心語調,開心語調,開心語調,開心語調
這太糟了吧！他們是怎樣，把所有東西都丟給你。,憤怒語調,憤怒語調,憤怒語調,憤怒語調
是啊，那種人真的很煩。,平淡語氣,厭惡語調,厭惡語調,厭惡語調
他會好起來的，不用擔心。,關切語調,關切語調,開心語調,關切語調
幹！他也太爽了吧。,驚奇語調,憤怒語調,憤怒語調,
可以點外送，看有什麼可以吃。,平淡語氣,,,
他怎麼了？是他做了什什麼事？,疑問語調,,,
恭喜你！這一定是個大成就，我替你感到驕傲！,開心語調,,,
別逼自己太緊，休息一下也很重要。,關切語調,,,
別太擔心，應該不會有事的，放輕鬆吧。,關切語調,,,關切語調
太棒了！這可是件大工程，你終於完成了，要好好慶祝一下！,開心語調,開心語調,開心語調,開心語調
你應該找網路公司投訴一下，他們都已經收了你的錢服務還那麼差。,憤怒語調,憤怒語調,憤怒語調,憤怒語調
是嗎？為什麼？,平淡語氣,疑問語調,疑問語調,疑問語調
也許你需要一段時間休息一下，有沒有想過做點讓自己開心的事？,關切語調,關切語調,關切語調,關切語調
哇靠！真的嗎？是誰？,驚奇語調,驚奇語調,驚奇語調,驚奇語調
可以啊，我們可以去散散步，放鬆一下。,平淡語氣,開心語調,開心語調,開心語調
他說了什麼？聽起來很糟糕？,疑問語調,疑問語調,疑問語調,關切語調
哇，真羨慕！新手機的感覺是不是很棒？,開心語調,驚奇語調,驚奇語調,開心語調
工作有時候就是這樣，別太自責，找到節奏就會好起來的。,關切語調,關切語調,平淡語氣,關切語調
夢而已，不用太擔心。,關切語調,平淡語氣,平淡語氣,
哇！讚喔？那雙鞋真的超難搶的，你真幸運！,開心語調,驚奇語調,驚奇語調,驚奇語調
這也太不負責任了！這個主管在幹嘛？,憤怒語調,憤怒語調,憤怒語調,憤怒語調
嗯，下次我們還是別去那家了，換個地方吧。,平淡語氣,厭惡語調,厭惡語調,
發什麼事了，想聊聊嗎？也許會感覺好一點。,關切語調,關切語調,關切語調,關切語調
什麼？真的假的！他什麼時候這麼有夢想的？,驚奇語調,驚奇語調,驚奇語調,驚奇語調
可以啊，明天下午我有空。,平淡語氣,平淡語氣,開心語調,
他怎麼這樣？要不要跟她講一下？,疑問語調,疑問語調,疑問語調,疑問語調
哇，這真的很厲害！我沒辦法那麼自律！,開心語調,驚奇語調,開心語調,驚奇語調
這也沒辦法，但我相信他還是會繼續跟你聯絡的。,關切語調,悲傷語調,關切語調,關切語調
我也有點擔心啊，不過白天出門應該會安全些，還是多注意周圍吧。,關切語調,關切語調,關切語調,關切語調
哇！那個考卷很難欸，你竟然拿到滿分？,開心語調,驚奇語調,驚奇語調,驚奇語調
幹！直接打電話給勞工局投訴。,憤怒語調,憤怒語調,憤怒語調,憤怒語調
是啊，服務差的店真的不懂為什麼還要做服務業。,平淡語氣,厭惡語調,厭惡語調,憤怒語調
明天一定會好起來的，去睡一覺就好了。,關切語調,平淡語氣,開心語調,開心語調
哇，這真是太巧了！你們聊得怎麼樣？,驚奇語調,驚奇語調,驚奇語調,驚奇語調
